,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oil_price,oil_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change,snp_500,snp_500_volatility,kodex,kodex_거래량,kodex_volatility,tiger,tiger_거래량,tiger_volatility,tbx,tbx_거래량,tbx_volatility,검색량,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
55,2015-03-24,40.34,18250.0,1.03,6.83,47.51,0.13,7.03,-0.14,19.69,32560.000000000004,4.73,53.4,27860.0,0.55,,,,,,,,,,,27.79,21.42,97.34,193.38,2.52,6550.0,20.630199,3750.0,82.72,-0.18,40.5,27415.0,-0.55,380.5,4994.73,383800.0,-0.32,3691.41,63960000.0,0.1,97.19,0.16,1790.75,17.0,-0.39,6125.5,-0.38,9.52,178.27,-1.5,2091.5,-0.61,,,,,,,,,,23,,,,,,,,,,,
56,2015-03-25,38.86,28650.0,-3.67,6.83,49.21,3.58,6.97,-0.85,19.98,29540.0,1.47,52.19,21330.0,-2.27,,,,,,,,,,,26.47,115.01,92.57,386.42,2.17,21060.0,20.27141,2350.0,81.42,-1.57,40.5,27414.0,-0.0,379.5,4876.52,518110.0,-2.37,3660.73,52190000.0,-0.83,96.98,-0.22,1774.5,20.67,-0.91,6137.0,0.19,9.36,346.4,-1.68,2061.05,-1.46,,,,,,,,,,24,,,,,,,,,,,
57,2015-03-26,38.08,20640.0,-2.01,6.83,51.43,4.51,6.95,-0.29,19.0,22650.0,-4.9,54.22,29590.0,3.89,,,,,,,,,,,26.15,60.89,91.3,473.52,2.08,24070.0,20.092018,1700.0,80.96,-0.56,40.5,27413.0,-0.0,378.5,4863.36,488340.0,-0.27,3682.1,48860000.0,0.58,97.44,0.47,1788.5,17.37,0.79,6154.0,0.28,9.44,342.3,0.85,2056.15,-0.24,,,,,,,,,,21,,,,,,,,,,,
58,2015-03-27,37.0,43020.0,-2.84,6.83,48.87,-4.98,6.76,-2.73,19.89,19450.0,4.68,52.85,19540.0,-2.53,,,,,,,,,,,26.85,31.43,93.89,388.52,2.26,16370.000000000002,20.056141,4600.0,80.44,-0.64,40.5,27213.0,-0.73,377.5,4891.22,429390.0,0.57,3691.1,40890000.0,0.24,97.29,-0.15,1781.25,22.97,-0.41,6061.5,-1.5,9.4,231.81,-0.42,2061.02,0.24,,,,,,,,,,23,,,,,,,,,,,
59,2015-03-30,38.11,50450.0,3.0,6.83,48.68,-0.39,6.88,1.78,20.69,27210.0,4.02,52.71,18490.0,-0.26,,,,,,,,,,,27.32,66.84,95.09,425.08,2.35,16770.0,20.343168,14700.0,81.49,1.31,40.5,27158.0,-0.2,375.8333333333333,4947.44,419660.0,1.15,3786.57,56470000.0,2.59,97.97,0.7,1796.5,21.36,0.86,6092.5,0.51,9.56,704.65,1.7,2086.24,1.22,,,,,,,,,,26,,,,,,,,,,,
60,2015-03-31,37.75,25130.0,-0.94,6.83,47.6,-2.22,6.92,0.58,20.09,21050.0,-2.9,52.4,18740.0,-0.59,,,,,,,,,,,27.0,45.92,94.02,136.34,2.27,6940.0,20.235533,3850.0,81.43,-0.07,40.5,26758.0,-1.47,374.1666666666667,4900.88,509760.0,-0.94,3747.9,56170000.0,-1.02,98.36,0.4,1784.0,40.63,-0.7,6017.0,-1.24,9.22,391.98,-3.56,2067.89,-0.88,,,,,,,,,,29,3518.0,2531.0,987.0,-245.0,-398.0,6120.0,28.055713473564523,-6.964184195565662,-0.64,-59.59,-7.1
61,2015-04-01,37.52,18970.0,-0.61,6.61,50.09,5.23,7.14,3.18,21.49,25270.0,6.97,57.64,33650.0,10.0,,,,,,,,,,,26.7,78.85,93.41,208.45,2.22,12370.0,20.325228,3050.0,81.53,0.12,40.5,26457.0,-1.12,372.5,4880.23,457080.0,-0.42,3810.29,44750000.0,1.66,98.19,-0.17,1776.5,25.83,-0.42,6035.0,0.3,9.6,244.96,4.12,2059.69,-0.4,,,,,,,,,,26,3520.032967032967,2533.032967032967,987.0,-246.56043956043956,-399.35164835164835,6123.824175824176,28.04031073508812,-7.002500695474617,-0.642087912087912,-59.650769230769235,-7.117582417582417
62,2015-04-02,38.2,25050.0,1.81,6.61,49.14,-1.9,7.15,0.14,21.66,36930.0,0.79,59.84,46840.0,3.82,,,,,,,,,,,26.73,66.28,93.2,214.6,2.2,10690.0,20.594316,6350.0,82.23,0.86,40.5,26975.0,1.96,370.8333333333333,4886.94,383830.0,0.14,3825.78,47930000.0,0.41,97.44,-0.76,1780.5,30.82,0.23,5985.0,-0.83,9.36,221.78,-2.5,2066.96,0.35,,,,,,,,,,27,3522.065934065934,2535.065934065934,987.0,-248.12087912087912,-400.7032967032967,6127.648351648351,28.024907996611713,-7.040817195383572,-0.6441758241758242,-59.71153846153847,-7.135164835164835
63,2015-04-06,40.62,62280.0,6.34,6.61,52.14,6.11,,,,,,,,,,,,,,,,,,,26.81,53.99,93.61,353.58,2.23,8510.0,20.75577,15150.0,,,41.5,27073.5,1.345,369.1666666666667,4917.32,466900.0,0.62,,,,96.78,0.24,,,,,,9.47,253.93,1.18,2080.62,0.66,,,,,,,,,,28,3530.197802197802,2543.197802197802,987.0,-254.36263736263737,-406.1098901098901,6142.945054945055,27.963297042706095,-7.194083195019393,-0.6525274725274726,-59.95461538461539,-7.205494505494505
64,2015-04-07,40.65,21740.0,0.07,6.61,53.98,3.53,7.11,-0.56,23.11,21580.0,1.36,60.39,19310.0,-1.56,,,,,,,,,,,26.75,20.92,93.65,347.87,2.24,5790.0,20.881346,50750.0,83.32,1.25,41.5,27172.0,0.73,367.5,4910.23,373960.0,-0.14,3961.38,57040000.0,2.52,97.83,1.08,1780.75,18.02,0.01,6055.0,1.17,9.44,268.64,-0.32,2076.33,-0.21,,,,,,,,,,27,3532.230769230769,2545.230769230769,987.0,-255.92307692307693,-407.46153846153845,6146.7692307692305,27.947894304229692,-7.232399694928348,-0.6546153846153846,-60.01538461538462,-7.223076923076922
65,2015-04-08,41.53,31520.0,2.16,6.61,50.42,-6.6,7.12,0.14,22.46,19060.0,-2.81,57.88,22120.0,-4.16,,,,,,,,,,,26.97,19.21,94.2,292.08,2.28,3950.0,21.222195,34900.0,84.59,1.52,41.8,27671.0,1.84,365.8333333333333,4950.82,409410.0,0.83,3994.81,61810000.0,0.84,97.94,0.11,1766.25,40.62,-0.81,6004.0,-0.84,9.24,292.78,-2.12,2081.9,0.27,,,,,,,,,,32,3534.263736263736,2547.263736263736,987.0,-257.4835164835165,-408.8131868131868,6150.593406593406,27.93249156575329,-7.270716194837303,-0.6567032967032967,-60.07615384615385,-7.240659340659341
66,2015-04-09,42.02,19000.0,1.18,6.61,50.79,0.73,7.01,-1.54,22.15,18350.0,-1.38,56.0,22490.0,-3.25,,,,,,,,,,,27.23,13.7,95.43,199.21,2.37,7360.0,21.455404,12900.0,85.76,1.38,42.0,28672.0,3.62,364.1666666666667,4974.56,387110.0,0.48,3957.53,58520000.0,-0.93,99.16,1.25,1757.0,97.51,-0.52,5995.5,-0.14,9.1,302.42,-1.52,2091.18,0.45,,,,,,,,,,30,3536.296703296703,2549.296703296703,987.0,-259.04395604395603,-410.16483516483515,6154.417582417583,27.917088827276885,-7.309032694746259,-0.6587912087912088,-60.13692307692308,-7.258241758241758
67,2015-04-10,42.18,20340.0,0.38,6.61,51.64,1.67,6.94,-1.0,22.78,15750.0,2.84,56.9,15970.0,1.61,,,,,,,,,,,27.35,63.85,95.81,88.3,2.39,4250.0,21.38365,13200.0,85.7,-0.07,42.0,28861.0,0.66,362.5,4995.98,341080.0,0.43,4034.31,48430000.0,1.94,99.34,0.18,1759.25,76.07,0.13,6016.5,0.35,9.33,202.63,2.53,2102.06,0.52,,,,,,,,,,27,3538.3296703296705,2551.3296703296705,987.0,-260.6043956043956,-411.5164835164835,6158.241758241758,27.901686088800478,-7.347349194655214,-0.6608791208791209,-60.197692307692314,-7.275824175824176
68,2015-04-13,41.96,18790.0,-0.52,6.61,51.91,0.52,6.8,-2.02,23.02,17380.0,1.05,59.2,21570.0,4.04,,,,,,,,,,,27.25,18.0,95.25,145.54,2.35,7760.0,21.527163,13650.0,86.59,1.04,42.0,28897.0,0.12,362.5,4988.25,369220.0,-0.15,4121.71,58980000.0,2.17,99.49,0.15,1759.25,41.73,0.0,5984.0,-0.54,9.1,219.41,-2.47,2092.43,-0.46,,,,,,,,,,26,3544.4285714285716,2557.4285714285716,987.0,-265.2857142857143,-415.57142857142856,6169.714285714285,27.855477873371267,-7.4622986943820795,-0.6671428571428571,-60.38,-7.328571428571428
69,2015-04-14,41.49,15130.0,-1.12,6.61,53.29,2.66,6.8,0.0,22.73,15270.0,-1.26,57.05,16040.0,-3.63,,,,,,,,,,,26.88,27.54,94.28,221.39,2.28,8010.0,21.527163,6050.0,86.73,0.16,42.0,28681.0,-0.6666666666666667,362.5,4977.29,364240.0,-0.22,4135.57,61070000.0,0.34,98.73,-0.76,1789.0,45.93,1.69,5945.0,-0.65,9.27,340.35,1.87,2095.84,0.16,,,,,,,,,,24,3546.4615384615386,2559.4615384615386,987.0,-266.84615384615387,-416.9230769230769,6173.538461538462,27.84007513489486,-7.500615194291035,-0.6692307692307692,-60.440769230769234,-7.346153846153846
70,2015-04-15,41.57,9760.0,0.19,6.61,56.39,5.82,6.85,0.74,21.48,16420.0,-5.5,56.0,12810.0,-1.84,,,,,,,,,,,27.4,33.33,95.85,148.08,2.4,8970.0,21.796255,8900.0,87.24,0.59,42.5,28465.0,-1.4533333333333336,362.5,5011.02,425850.0,0.68,4084.16,61300000.0,-1.24,98.32,-0.42,1812.0,77.52,1.29,5960.0,0.25,9.23,361.74,-0.43,2106.63,0.51,,,,,,,,,,24,3548.4945054945056,2561.4945054945056,987.0,-268.4065934065934,-418.27472527472526,6177.3626373626375,27.824672396418457,-7.53893169419999,-0.6713186813186813,-60.501538461538466,-7.363736263736263
71,2015-04-16,41.34,8300.0,-0.55,6.61,56.71,0.57,6.87,0.29,22.05,11790.0,2.65,57.7,15080.0,3.04,,,,,,,,,,,27.37,40.57,95.44,174.39,2.36,3700.0,21.832129,11400.0,87.47,0.26,42.5,28249.0,-2.24,362.5,5007.79,383970.0,-0.06,4194.82,55120000.0,2.71,97.42,-0.92,1821.5,30.04,0.52,6086.5,2.12,9.22,182.49,-0.11,2104.99,-0.08,,,,,,,,,,25,3550.5274725274726,2563.5274725274726,987.0,-269.967032967033,-419.6263736263736,6181.186813186813,27.809269657942053,-7.577248194108945,-0.6734065934065934,-60.5623076923077,-7.381318681318681
72,2015-04-17,41.36,12350.0,0.05,6.61,55.74,-1.71,6.84,-0.44,21.7,15430.0,-1.59,57.15,16320.0,-0.95,,,,,,,,,,,26.88,49.96,94.08,165.9,2.26,9110.0,21.347769,10350.0,86.52,-1.09,42.5,28798.0,1.94,362.5,4931.81,506000.0,-1.52,4287.3,70170000.0,2.2,97.52,0.1,1817.0,22.0,-0.25,6086.5,0.0,8.93,228.57,-3.15,2081.18,-1.13,,,,,,,,,,26,3552.5604395604396,2565.5604395604396,987.0,-271.5274725274725,-420.97802197802196,6185.010989010989,27.79386691946565,-7.6155646940179,-0.6754945054945055,-60.62307692307693,-7.398901098901098
73,2015-04-20,41.05,12800.0,-0.75,6.61,56.38,1.15,7.13,4.24,21.81,25600.0,0.51,54.8,16910.0,-4.11,,,,,,,,,,,27.22,27.01,94.88,132.74,2.32,4410.0,21.527163,3500.0,86.74,0.25,42.5,29595.0,2.77,362.5,4994.6,386630.0,1.27,4217.08,85710000.0,-1.64,97.94,0.43,1812.25,14.26,-0.26,5989.5,-1.59,9.11,155.89,2.02,2100.4,0.92,,,,,,,,,,26,3558.6593406593406,2571.6593406593406,987.0,-276.2087912087912,-425.032967032967,6196.483516483517,27.747658704036436,-7.7305141937447654,-0.6817582417582417,-60.80538461538462,-7.451648351648351
74,2015-04-21,41.88,17160.0,2.02,6.61,55.26,-1.99,7.08,-0.7,23.89,28480.0,9.54,56.11,12770.0,2.39,,,,,,,,,,,27.46,16.38,95.53,151.5,2.37,6060.0,21.509224,1450.0,86.54,-0.23,42.5,29494.0,-0.34,362.5,5014.1,381510.0,0.39,4293.62,63450000.0,1.82,98.0,0.06,1817.75,20.75,0.3,5932.0,-0.96,8.86,194.53,-2.74,2097.29,-0.15,,,,,,,,,,25,3560.6923076923076,2573.6923076923076,987.0,-277.7692307692308,-426.38461538461536,6200.307692307692,27.73225596556003,-7.768830693653721,-0.6838461538461539,-60.86615384615385,-7.4692307692307685
75,2015-04-22,43.89,39320.0,4.8,6.61,56.16,1.63,7.09,0.14,23.74,26960.0,-0.63,57.25,15580.0,2.03,,,,,,,,,,,27.65,37.21,96.88,150.25,2.47,9700.0,21.778315,14200.0,87.42,1.02,42.5,29643.0,0.51,362.5,5035.17,398300.0,0.42,4398.49,68030000.0,2.44,97.93,-0.07,1807.25,14.34,-0.58,5910.5,-0.36,8.94,155.32,0.85,2107.96,0.51,,,,,,,,,,28,3562.7252747252746,2575.7252747252746,987.0,-279.3296703296703,-427.7362637362637,6204.131868131868,27.716853227083625,-7.807147193562676,-0.6859340659340659,-60.92692307692308,-7.486813186813186
76,2015-04-23,43.72,22060.0,-0.39,6.61,57.74,2.81,7.25,2.26,24.75,22570.0,4.25,62.98,44090.0,10.01,,,,,,,,,,,27.16,27.24,95.38,196.35,2.35,11390.0,22.083282,10200.0,88.72,1.49,42.5,29876.0,0.79,362.5,5056.06,435930.0,0.41,4414.51,66730000.00000001,0.36,97.28,-0.66,1777.75,17.2,-1.63,5956.0,0.77,9.14,251.36,2.24,2112.93,0.24,,,,,,,,,,28,3564.7582417582416,2577.7582417582416,987.0,-280.8901098901099,-429.0879120879121,6207.956043956044,27.70145048860722,-7.845463693471631,-0.6880219780219781,-60.98769230769231,-7.504395604395604
77,2015-04-24,43.69,12140.0,-0.07,6.61,57.15,-1.02,7.28,0.41,24.27,14050.0,-1.94,,,,,,,,,,,,,,26.49,29.76,93.81,210.23,2.24,18210.0,22.083282,6600.0,88.84,0.14,42.5,29825.0,-0.17,362.5,5092.09,467320.0,0.71,4393.69,62860000.0,-0.47,96.92,-0.37,1823.5,23.61,2.57,6025.0,1.16,9.2,233.53,0.71,2117.69,0.23,,,,,,,,,,27,3566.7912087912086,2579.7912087912086,987.0,-282.45054945054943,-430.4395604395604,6211.780219780219,27.686047750130818,-7.883780193380586,-0.6901098901098901,-61.048461538461545,-7.521978021978022
78,2015-04-27,46.31,58360.0,6.0,6.61,56.99,-0.28,7.15,-1.79,23.75,16140.0,-2.14,,,,,,,,,,,,,,26.6,62.95,94.05,198.36,2.26,8380.0,22.280613,14850.0,89.84,1.13,42.5,29772.0,-0.18,362.5,5060.25,506280.0,-0.63,4527.4,67110000.0,3.04,96.77,-0.15,1838.25,16.74,0.81,6096.0,1.18,9.34,198.67,1.52,2108.92,-0.41,,,,,,,,,,28,3572.8901098901097,2585.8901098901097,987.0,-287.13186813186815,-434.4945054945055,6223.252747252747,27.639839534701604,-7.998729693107451,-0.6963736263736263,-61.23076923076923,-7.5747252747252745
79,2015-04-28,46.1,30430.0,-0.45,6.61,57.06,0.12,7.35,2.8,22.43,14120.0,-5.56,59.51,38540.0,-5.51,,,,,,,,,,,26.69,20.59,94.14,400.86,2.26,4690.0,22.567642,10350.0,90.78,1.05,42.5,29921.0,0.5,362.5,5055.42,476100.0,-0.1,4476.21,76770000.0,-1.13,96.09,-0.7,1876.25,25.03,2.07,6126.0,0.49,9.3,121.79,-0.43,2114.76,0.28,,,,,,,,,,26,3574.923076923077,2587.923076923077,987.0,-288.6923076923077,-435.84615384615387,6227.076923076923,27.6244367962252,-8.037046193016407,-0.6984615384615385,-61.291538461538465,-7.592307692307692
80,2015-04-29,46.49,19680.0,0.85,6.61,58.58,2.66,7.46,1.5,23.2,16079.999999999998,3.43,61.19,22240.0,2.82,,,,,,,,,,,26.65,27.5,93.62,261.46,2.23,7010.0,22.531761,7750.0,90.77,-0.01,42.5,30220.0,1.0,362.5,5023.64,443710.0,-0.63,4476.62,51980000.0,0.01,95.21,-0.92,1885.25,23.38,0.48,6128.0,0.03,9.52,405.97,2.37,2106.85,-0.37,,,,,,,,,,26,3576.956043956044,2589.956043956044,987.0,-290.25274725274727,-437.1978021978022,6230.9010989010985,27.609034057748794,-8.075362692925362,-0.7005494505494505,-61.3523076923077,-7.6098901098901095
81,2015-04-30,45.21,19560.0,-2.75,6.61,59.63,1.79,7.39,-0.94,23.04,15630.0,-0.69,60.0,16200.0,-1.94,,,,,,,,,,,26.29,43.99,92.81,774.71,2.17,6360.0,22.495882,5600.0,90.41,-0.4,42.5,29919.0,-1.0,362.5,4941.42,591670.0,-1.64,4441.66,52670000.0,-0.78,94.6,-0.64,1929.0,36.51,2.32,6315.0,3.05,9.21,341.22,-3.26,2085.51,-1.01,,,,,,,,,,33,3578.989010989011,2591.989010989011,987.0,-291.8131868131868,-438.54945054945057,6234.725274725275,27.59363131927239,-8.113679192834317,-0.7026373626373627,-61.41307692307693,-7.627472527472527
82,2015-05-01,45.21,26410.0,0.0,6.74,59.15,-0.8,7.48,1.22,,,,,,,,,,,,,,,,,27.03,15.69,95.39,507.93,2.34,17380.0,22.944368,62950.0,90.99,0.64,42.5,30117.0,0.66,362.5,5005.39,461130.0,1.29,,,,95.3,0.74,1913.0,30.25,-0.83,6423.0,1.71,9.08,206.4,-1.41,2108.29,1.09,,,,,,,,,,100,3581.021978021978,2594.021978021978,987.0,-293.3736263736264,-439.9010989010989,6238.549450549451,27.578228580795987,-8.151995692743272,-0.7047252747252747,-61.47384615384616,-7.6450549450549445
83,2015-05-04,46.1,22170.0,1.97,6.74,58.93,-0.37,7.58,1.34,24.32,17290.0,5.56,61.39,18620.0,2.32,,,,,,,,,,,27.1,13.85,95.2,220.78,2.33,7010.0,22.980247,30700.0,91.08,0.1,42.5,29989.0,-0.09499999999999997,347.0,5016.93,415230.0,0.23,4480.46,49420000.0,0.87,95.48,0.19,,,,,,9.01,230.03,-0.77,2114.49,0.29,,,,,,,,,,43,3587.120879120879,2600.120879120879,987.0,-298.05494505494505,-443.95604395604397,6250.021978021978,27.532020365366773,-8.266945192470137,-0.710989010989011,-61.65615384615385,-7.697802197802197
84,2015-05-05,46.59,28980.0,1.06,6.74,60.4,2.49,7.55,-0.4,23.41,9500.0,-3.74,58.39,15860.0,-4.89,,,,,,,,,,,26.41,10.13,93.13,249.35,2.18,11860.0,22.85467,22250.0,91.07,-0.01,42.5,29861.0,-0.85,331.5,4939.33,479750.0,-1.55,4298.71,57290000.0,-4.06,95.08,-0.42,1978.0,41.47,3.4,6428.0,0.08,8.81,265.54,-2.22,2089.46,-1.18,,,,,,,,,,38,3589.153846153846,2602.153846153846,987.0,-299.61538461538464,-445.3076923076923,6253.846153846154,27.51661762689037,-8.305261692379094,-0.713076923076923,-61.71692307692308,-7.715384615384615
85,2015-05-06,46.09,26350.0,-1.07,6.74,60.93,0.88,7.53,-0.26,23.86,13000.0,1.92,58.15,13000.0,-0.41,,,,,,,,,,,26.4,17.59,93.02,465.82,2.17,9010.0,22.603519,11200.0,90.74,-0.36,42.5,29865.0,0.01,316.0,4919.64,496020.0,-0.4,4229.27,48170000.0,-1.62,94.09,-1.04,1919.5,29.27,-2.96,6412.0,-0.25,8.67,717.17,-1.59,2080.15,-0.45,,,,,,,,,,39,3591.186813186813,2604.186813186813,987.0,-301.1758241758242,-446.65934065934067,6257.67032967033,27.501214888413962,-8.34357819228805,-0.7151648351648352,-61.77769230769231,-7.732967032967032
86,2015-05-07,47.36,47280.0,2.76,6.74,58.94,-3.27,7.43,-1.33,22.16,8540.0,-7.12,58.75,11220.0,1.03,,,,,,,,,,,26.69,35.73,94.04,309.5,2.25,7690.0,22.657339,24700.0,90.1,-0.71,42.5,29914.0,0.16,300.5,4945.54,470260.0,0.53,4112.21,39460000.0,-2.77,94.64,0.58,1879.5,32.79,-2.08,6385.5,-0.41,8.86,695.38,2.19,2088.0,0.38,,,,,,,,,,44,3593.21978021978,2606.21978021978,987.0,-302.7362637362637,-448.010989010989,6261.494505494506,27.48581214993756,-8.381894692197005,-0.7172527472527472,-61.838461538461544,-7.75054945054945
87,2015-05-08,47.32,23340.0,-0.08,6.74,59.39,0.76,7.53,1.35,24.38,13230.0,10.02,59.5,13360.0,1.28,,,,,,,,,,,26.93,14.71,94.98,218.97,2.31,10140.0,22.85467,8950.0,91.01,1.01,42.5,29764.0,-0.5,285.0,5003.55,450650.0,1.17,4205.92,39740000.0,2.28,94.79,0.16,1885.0,35.55,0.29,6391.5,0.09,8.77,472.71,-1.02,2116.1,1.35,,,,,,,,,,37,3595.252747252747,2608.252747252747,987.0,-304.2967032967033,-449.3626373626374,6265.318681318681,27.470409411461155,-8.42021119210596,-0.7193406593406593,-61.899230769230776,-7.768131868131867
88,2015-05-11,47.9,28360.0,1.23,6.74,59.25,-0.24,7.62,1.2,25.45,17020.0,4.39,63.09,24880.0,6.03,,,,,,,,,,,26.99,24.57,95.04,164.99,2.31,7170.0,22.747036,27550.0,91.22,0.23,42.5,29959.5,0.66,285.0,4993.57,410320.0,-0.2,4333.58,48880000.0,3.04,95.01,0.23,1874.25,23.36,-0.57,6380.0,-0.18,8.67,251.11,-1.14,2105.33,-0.51,,,,,,,,,,31,3601.3516483516482,2614.3516483516482,987.0,-308.97802197802196,-453.4175824175824,6276.791208791209,27.42420119603194,-8.535160691832825,-0.7256043956043956,-62.081538461538464,-7.820879120879121
89,2015-05-12,48.95,31820.0,2.19,6.74,60.75,2.53,7.59,-0.39,13.53,29660.0,-46.84,64.5,24120.0,2.23,,,,,,,,,,,26.78,9.48,94.18,332.04,2.26,6730.0,22.782915,17000.0,90.71,-0.56,42.5,30057.0,0.33,285.0,4976.19,403840.0,-0.35,4401.22,52190000.0,1.56,94.53,-0.51,1890.0,38.05,0.84,6418.0,0.6,8.87,297.61,2.31,2099.12,-0.29,,,,,,,,,,33,3603.3846153846152,2616.3846153846152,987.0,-310.53846153846155,-454.7692307692308,6280.615384615385,27.408798457555537,-8.57347719174178,-0.7276923076923076,-62.142307692307696,-7.838461538461538
90,2015-05-13,48.64,27200.0,-0.63,6.74,60.5,-0.41,7.64,0.66,12.88,30180.0,-4.8,63.13,17680.0,-2.12,,,,,,,,,,,26.85,16.44,94.76,131.3,2.29,5100.0,22.908491,27000.0,91.14,0.47,42.5,30006.0,-0.17,285.0,4981.69,384760.0,0.11,4375.76,51050000.0,-0.58,93.62,-0.96,1876.0,30.57,-0.74,6425.0,0.11,9.03,251.35,1.8,2098.48,-0.03,,,,,,,,,,30,3605.4175824175823,2618.4175824175823,987.0,-312.0989010989011,-456.1208791208791,6284.43956043956,27.393395719079134,-8.611793691650735,-0.7297802197802198,-62.20307692307693,-7.856043956043956
91,2015-05-14,48.82,14480.0,0.37,6.74,59.88,-1.02,7.55,-1.18,13.77,32100.0,6.91,62.75,15380.0,-0.6,,,,,,,,,,,27.25,20.43,95.89,292.09,2.38,10310.0,22.890551,14950.0,90.89,-0.27,42.5,30005.0,-0.0,285.0,5050.8,404810.0,1.39,4378.31,44910000.0,0.06,93.46,-0.17,1861.0,25.31,-0.8,6403.5,-0.33,9.07,219.18,0.44,2121.1,1.08,,,,,,,,,,30,3607.4505494505493,2620.4505494505493,987.0,-313.65934065934067,-457.4725274725275,6288.263736263736,27.377992980602727,-8.65011019155969,-0.7318681318681318,-62.26384615384616,-7.873626373626373
92,2015-05-15,49.77,22640.0,1.95,6.74,59.69,-0.32,7.59,0.53,13.34,21540.0,-3.12,60.82,14810.0,-3.08,,,0.125,1.0,,,,,,,27.25,32.7,96.05,126.4,2.39,4170.0,22.908491,15950.0,91.11,0.24,42.5,30001.0,-0.01,285.0,5048.29,431420.0,-0.05,4308.69,43970000.0,-1.59,93.14,-0.34,1845.0,24.41,-0.86,6407.0,0.05,9.27,366.53,2.21,2122.73,0.08,,,,,,,,,,29,3609.4835164835163,2622.4835164835163,987.0,-315.2197802197802,-458.8241758241758,6292.087912087912,27.362590242126323,-8.688426691468646,-0.733956043956044,-62.32461538461539,-7.891208791208791
93,2015-05-18,49.75,16770.0,-0.04,6.74,59.43,-0.44,7.6,0.13,13.37,21780.0,0.22,62.5,20800.0,2.76,,,,,,,,,,,27.58,14.39,96.99,208.51,2.45,6350.0,22.890551,9950.0,90.7,-0.45,42.5,29986.0,-0.05,283.0,5078.44,391350.0,0.6,4283.49,38010000.0,-0.58,94.22,1.16,1811.0,26.61,-1.84,6375.0,-0.5,9.53,347.06,2.8,2129.2,0.3,,,,,,,,,,30,3615.5824175824177,2628.5824175824177,987.0,-319.9010989010989,-462.8791208791209,6303.56043956044,27.31638202669711,-8.803376191195511,-0.7402197802197802,-62.50692307692308,-7.943956043956043
94,2015-05-19,49.43,18370.0,-0.64,6.74,57.26,-3.65,7.37,-3.03,13.68,25790.0,2.32,64.56,25300.0,3.3,,,,,,,,,,,27.54,55.39,96.64,152.38,2.43,6740.0,22.764975,5350.0,90.5,-0.22,42.5,29997.333333333332,0.003333333333333334,281.0,5070.03,412310.0,-0.17,4417.55,43670000.0,3.13,95.27,1.11,1789.0,65.11,-1.21,6223.5,-2.38,9.58,432.03,0.52,2127.83,-0.06,,,,,,,,,,30,3617.6153846153848,2630.6153846153848,987.0,-321.46153846153845,-464.2307692307692,6307.384615384615,27.300979288220706,-8.841692691104466,-0.7423076923076923,-62.56769230769231,-7.961538461538461
95,2015-05-20,48.87,18780.0,-1.13,6.74,58.98,3.0,7.35,-0.27,14.71,49060.0,7.53,66.19,27570.0,2.52,,,0.1,2.0,,,,,,,27.64,18.44,96.85,286.2,2.44,2920.0,22.944368,18900.0,90.18,-0.35,42.5,30008.666666666668,0.05666666666666667,279.0,5071.74,401520.0,0.03,4446.29,51410000.0,0.65,95.45,0.19,1783.5,17.8,-0.31,6215.0,-0.14,9.57,315.62,-0.1,2125.85,-0.09,,,,,,,,,,28,3619.6483516483518,2632.6483516483518,987.0,-323.02197802197804,-465.5824175824176,6311.208791208791,27.285576549744302,-8.880009191013421,-0.7443956043956044,-62.62846153846154,-7.979120879120878
96,2015-05-21,49.12,9850.0,0.51,6.74,60.72,2.95,7.3,-0.68,16.18,36490.0,9.99,72.81,25880.0,10.0,,,,,,,,,,,27.77,24.75,97.34,153.43,2.48,2390.0,22.908491,6500.0,90.85,0.74,42.5,30020.0,0.11,277.0,5090.79,381240.0,0.38,4529.42,46500000.0,1.87,95.25,-0.21,1772.5,28.03,-0.62,6259.5,0.72,9.7,296.96,1.36,2130.82,0.23,,,,,,,,,,29,3621.6813186813188,2634.6813186813188,987.0,-324.5824175824176,-466.9340659340659,6315.0329670329675,27.2701738112679,-8.918325690922376,-0.7464835164835164,-62.689230769230775,-7.996703296703296
