,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
93,2015-05-18,3614.904761904762,2627.904761904762,987.0,-319.3809523809524,-462.42857142857144,6302.285714285715,27.321516272855913,-8.790604024559192,-0.7395238095238095,-62.48666666666667,-7.938095238095237
94,2015-05-19,3617.84126984127,2630.84126984127,987.0,-321.6349206349206,-464.3809523809524,6307.809523809524,27.299267872834438,-8.845950079983238,-0.7425396825396825,-62.574444444444445,-7.963492063492063
95,2015-05-20,3620.777777777778,2633.777777777778,987.0,-323.8888888888889,-466.3333333333333,6313.333333333333,27.277019472812967,-8.901296135407286,-0.7455555555555555,-62.662222222222226,-7.988888888888888
96,2015-05-21,3623.714285714286,2636.714285714286,987.0,-326.1428571428571,-468.2857142857143,6318.857142857143,27.254771072791492,-8.956642190831332,-0.7485714285714286,-62.75000000000001,-8.014285714285714
97,2015-05-22,3626.6507936507937,2639.6507936507937,987.0,-328.3968253968254,-470.23809523809524,6324.380952380952,27.23252267277002,-9.011988246255378,-0.7515873015873016,-62.83777777777778,-8.03968253968254
98,2015-05-26,3629.5873015873017,2642.5873015873017,987.0,-330.6507936507936,-472.1904761904762,6329.9047619047615,27.210274272748546,-9.067334301679423,-0.7546031746031746,-62.92555555555556,-8.065079365079365
99,2015-05-27,3632.5238095238096,2645.5238095238096,987.0,-332.9047619047619,-474.1428571428571,6335.428571428572,27.188025872727074,-9.122680357103471,-0.7576190476190476,-63.013333333333335,-8.09047619047619
100,2015-05-28,3635.4603174603176,2648.4603174603176,987.0,-335.1587301587301,-476.0952380952381,6340.952380952381,27.1657774727056,-9.178026412527517,-0.7606349206349207,-63.101111111111116,-8.115873015873015
101,2015-05-29,3638.3968253968255,2651.3968253968255,987.0,-337.41269841269843,-478.04761904761904,6346.476190476191,27.143529072684128,-9.233372467951563,-0.7636507936507937,-63.18888888888889,-8.14126984126984
102,2015-06-01,3641.3333333333335,2654.3333333333335,987.0,-339.6666666666667,-480.0,6352.0,27.121280672662653,-9.28871852337561,-0.7666666666666666,-63.27666666666667,-8.166666666666666
103,2015-06-02,3644.2698412698414,2657.2698412698414,987.0,-341.92063492063494,-481.95238095238096,6357.523809523809,27.099032272641182,-9.344064578799657,-0.7696825396825396,-63.36444444444445,-8.192063492063491
104,2015-06-03,3647.2063492063494,2660.2063492063494,987.0,-344.1746031746032,-483.9047619047619,6363.047619047619,27.076783872619707,-9.399410634223702,-0.7726984126984127,-63.452222222222225,-8.217460317460317
105,2015-06-04,3650.1428571428573,2663.1428571428573,987.0,-346.42857142857144,-485.8571428571429,6368.571428571428,27.054535472598236,-9.454756689647748,-0.7757142857142857,-63.540000000000006,-8.242857142857142
106,2015-06-05,3653.079365079365,2666.079365079365,987.0,-348.6825396825397,-487.8095238095238,6374.0952380952385,27.03228707257676,-9.510102745071794,-0.7787301587301587,-63.62777777777778,-8.268253968253967
107,2015-06-08,3656.015873015873,2669.015873015873,987.0,-350.93650793650795,-489.76190476190476,6379.619047619048,27.01003867255529,-9.565448800495842,-0.7817460317460317,-63.71555555555556,-8.293650793650793
108,2015-06-09,3658.9523809523807,2671.9523809523807,987.0,-353.1904761904762,-491.7142857142857,6385.142857142857,26.987790272533815,-9.620794855919888,-0.7847619047619048,-63.80333333333334,-8.319047619047618
109,2015-06-10,3661.8888888888887,2674.8888888888887,987.0,-355.44444444444446,-493.66666666666663,6390.666666666667,26.965541872512343,-9.676140911343934,-0.7877777777777778,-63.891111111111115,-8.344444444444443
110,2015-06-11,3664.8253968253966,2677.8253968253966,987.0,-357.6984126984127,-495.6190476190476,6396.190476190476,26.94329347249087,-9.731486966767982,-0.7907936507936508,-63.978888888888896,-8.369841269841269
111,2015-06-12,3667.7619047619046,2680.7619047619046,987.0,-359.95238095238096,-497.57142857142856,6401.714285714285,26.921045072469397,-9.786833022192027,-0.7938095238095237,-64.06666666666668,-8.395238095238094
112,2015-06-15,3670.6984126984125,2683.6984126984125,987.0,-362.2063492063492,-499.5238095238095,6407.238095238095,26.898796672447922,-9.842179077616073,-0.7968253968253968,-64.15444444444445,-8.420634920634921
113,2015-06-16,3673.6349206349205,2686.6349206349205,987.0,-364.46031746031747,-501.4761904761905,6412.761904761905,26.87654827242645,-9.89752513304012,-0.7998412698412698,-64.24222222222222,-8.446031746031746
114,2015-06-17,3676.5714285714284,2689.5714285714284,987.0,-366.7142857142857,-503.42857142857144,6418.285714285715,26.854299872404976,-9.952871188464167,-0.8028571428571428,-64.33,-8.471428571428572
115,2015-06-18,3679.5079365079364,2692.5079365079364,987.0,-368.968253968254,-505.3809523809524,6423.809523809524,26.832051472383505,-10.008217243888213,-0.8058730158730159,-64.41777777777779,-8.496825396825397
116,2015-06-19,3682.4444444444443,2695.4444444444443,987.0,-371.22222222222223,-507.3333333333333,6429.333333333333,26.80980307236203,-10.063563299312259,-0.8088888888888889,-64.50555555555556,-8.522222222222222
117,2015-06-22,3685.3809523809523,2698.3809523809523,987.0,-373.4761904761905,-509.2857142857143,6434.857142857143,26.78755467234056,-10.118909354736306,-0.8119047619047619,-64.59333333333333,-8.547619047619047
118,2015-06-23,3688.3174603174602,2701.3174603174602,987.0,-375.73015873015873,-511.23809523809524,6440.380952380952,26.765306272319084,-10.174255410160352,-0.8149206349206349,-64.68111111111112,-8.573015873015873
119,2015-06-24,3691.253968253968,2704.253968253968,987.0,-377.984126984127,-513.1904761904761,6445.9047619047615,26.743057872297612,-10.229601465584398,-0.817936507936508,-64.7688888888889,-8.598412698412698
120,2015-06-25,3694.190476190476,2707.190476190476,987.0,-380.23809523809524,-515.1428571428571,6451.428571428572,26.720809472276137,-10.284947521008444,-0.8209523809523809,-64.85666666666667,-8.623809523809523
121,2015-06-26,3697.126984126984,2710.126984126984,987.0,-382.4920634920635,-517.0952380952381,6456.952380952381,26.698561072254666,-10.34029357643249,-0.8239682539682539,-64.94444444444444,-8.649206349206349
122,2015-06-29,3700.063492063492,2713.063492063492,987.0,-384.74603174603175,-519.047619047619,6462.476190476191,26.676312672233195,-10.395639631856538,-0.8269841269841269,-65.03222222222223,-8.674603174603174
123,2015-06-30,3703.0,2716.0,987.0,-387.0,-521.0,6468.0,26.65406427221172,-10.450985687280584,-0.83,-65.12,-8.7
124,2015-07-01,3704.328125,2717.65625,986.6875,-389.25,-523.421875,6484.859375,26.636469253966858,-10.506719526941112,-0.8335937499999999,-64.83265625,-8.7265625
125,2015-07-02,3705.65625,2719.3125,986.375,-391.5,-525.84375,6501.71875,26.618874235722,-10.56245336660164,-0.8371875,-64.54531250000001,-8.753124999999999
126,2015-07-06,3706.984375,2720.96875,986.0625,-393.75,-528.265625,6518.578125,26.60127921747714,-10.618187206262167,-0.8407812499999999,-64.25796875,-8.7796875
127,2015-07-07,3708.3125,2722.625,985.75,-396.0,-530.6875,6535.4375,26.583684199232277,-10.673921045922697,-0.844375,-63.970625000000005,-8.806249999999999
128,2015-07-08,3709.640625,2724.28125,985.4375,-398.25,-533.109375,6552.296875,26.56608918098742,-10.729654885583225,-0.8479687499999999,-63.68328125000001,-8.8328125
129,2015-07-09,3710.96875,2725.9375,985.125,-400.5,-535.53125,6569.15625,26.548494162742557,-10.785388725243752,-0.8515625,-63.3959375,-8.859375
130,2015-07-10,3712.296875,2727.59375,984.8125,-402.75,-537.953125,6586.015625,26.530899144497695,-10.84112256490428,-0.85515625,-63.108593750000004,-8.885937499999999
131,2015-07-13,3713.625,2729.25,984.5,-405.0,-540.375,6602.875,26.513304126252837,-10.896856404564808,-0.85875,-62.821250000000006,-8.9125
132,2015-07-14,3714.953125,2730.90625,984.1875,-407.25,-542.796875,6619.734375,26.495709108007976,-10.952590244225336,-0.86234375,-62.53390625,-8.939062499999999
133,2015-07-15,3716.28125,2732.5625,983.875,-409.5,-545.21875,6636.59375,26.478114089763114,-11.008324083885865,-0.8659375,-62.2465625,-8.965625
134,2015-07-16,3717.609375,2734.21875,983.5625,-411.75,-547.640625,6653.453125,26.460519071518256,-11.064057923546393,-0.86953125,-61.959218750000005,-8.9921875
135,2015-07-17,3718.9375,2735.875,983.25,-414.0,-550.0625,6670.3125,26.442924053273394,-11.119791763206921,-0.8731249999999999,-61.671875,-9.018749999999999
136,2015-07-20,3720.265625,2737.53125,982.9375,-416.25,-552.484375,6687.171875,26.425329035028533,-11.175525602867449,-0.87671875,-61.38453125,-9.0453125
137,2015-07-21,3721.59375,2739.1875,982.625,-418.5,-554.90625,6704.03125,26.407734016783674,-11.231259442527977,-0.8803124999999999,-61.097187500000004,-9.071875
138,2015-07-22,3722.921875,2740.84375,982.3125,-420.75,-557.328125,6720.890625,26.390138998538813,-11.286993282188504,-0.88390625,-60.80984375,-9.0984375
139,2015-07-23,3724.25,2742.5,982.0,-423.0,-559.75,6737.75,26.372543980293955,-11.342727121849034,-0.8875,-60.5225,-9.125
140,2015-07-24,3725.578125,2744.15625,981.6875,-425.25,-562.171875,6754.609375,26.354948962049093,-11.398460961509562,-0.89109375,-60.23515625,-9.151562499999999
141,2015-07-27,3726.90625,2745.8125,981.375,-427.5,-564.59375,6771.46875,26.33735394380423,-11.45419480117009,-0.8946875,-59.947812500000005,-9.178125
142,2015-07-28,3728.234375,2747.46875,981.0625,-429.75,-567.015625,6788.328125,26.319758925559373,-11.509928640830617,-0.89828125,-59.66046875,-9.2046875
143,2015-07-29,3729.5625,2749.125,980.75,-432.0,-569.4375,6805.1875,26.30216390731451,-11.565662480491145,-0.901875,-59.373125,-9.23125
144,2015-07-30,3730.890625,2750.78125,980.4375,-434.25,-571.859375,6822.046875,26.28456888906965,-11.621396320151673,-0.90546875,-59.085781250000004,-9.2578125
145,2015-07-31,3732.21875,2752.4375,980.125,-436.5,-574.28125,6838.90625,26.266973870824792,-11.6771301598122,-0.9090625,-58.798437500000006,-9.284374999999999
146,2015-08-03,3733.546875,2754.09375,979.8125,-438.75,-576.703125,6855.765625,26.24937885257993,-11.73286399947273,-0.91265625,-58.51109375,-9.3109375
147,2015-08-04,3734.875,2755.75,979.5,-441.0,-579.125,6872.625,26.23178383433507,-11.788597839133258,-0.91625,-58.22375,-9.3375
148,2015-08-05,3736.203125,2757.40625,979.1875,-443.25,-581.546875,6889.484375,26.21418881609021,-11.844331678793786,-0.91984375,-57.936406250000005,-9.3640625
149,2015-08-06,3737.53125,2759.0625,978.875,-445.5,-583.96875,6906.34375,26.19659379784535,-11.900065518454314,-0.9234375,-57.6490625,-9.390625
150,2015-08-07,3738.859375,2760.71875,978.5625,-447.75,-586.390625,6923.203125,26.178998779600487,-11.955799358114842,-0.92703125,-57.36171875,-9.417187499999999
151,2015-08-10,3740.1875,2762.375,978.25,-450.0,-588.8125,6940.0625,26.16140376135563,-12.01153319777537,-0.930625,-57.074375,-9.44375
152,2015-08-11,3741.515625,2764.03125,977.9375,-452.25,-591.234375,6956.921875,26.143808743110768,-12.067267037435897,-0.93421875,-56.78703125,-9.4703125
153,2015-08-12,3742.84375,2765.6875,977.625,-454.5,-593.65625,6973.78125,26.126213724865906,-12.123000877096427,-0.9378125,-56.4996875,-9.496875
154,2015-08-13,3744.171875,2767.34375,977.3125,-456.75,-596.078125,6990.640625,26.108618706621048,-12.178734716756955,-0.94140625,-56.21234375,-9.5234375
155,2015-08-14,3745.5,2769.0,977.0,-459.0,-598.5,7007.5,26.091023688376186,-12.234468556417482,-0.9450000000000001,-55.925,-9.55
156,2015-08-17,3746.828125,2770.65625,976.6875,-461.25,-600.921875,7024.359375,26.073428670131324,-12.29020239607801,-0.94859375,-55.63765625,-9.5765625
157,2015-08-18,3748.15625,2772.3125,976.375,-463.5,-603.34375,7041.21875,26.055833651886466,-12.345936235738538,-0.9521875,-55.3503125,-9.603125
158,2015-08-19,3749.484375,2773.96875,976.0625,-465.75,-605.765625,7058.078125,26.038238633641605,-12.401670075399068,-0.95578125,-55.062968749999996,-9.6296875
159,2015-08-20,3750.8125,2775.625,975.75,-468.0,-608.1875,7074.9375,26.020643615396743,-12.457403915059594,-0.959375,-54.775625,-9.65625
160,2015-08-21,3752.140625,2777.28125,975.4375,-470.25,-610.609375,7091.796875,26.003048597151885,-12.513137754720123,-0.96296875,-54.48828125,-9.6828125
161,2015-08-24,3753.46875,2778.9375,975.125,-472.5,-613.03125,7108.65625,25.985453578907023,-12.568871594380651,-0.9665625,-54.2009375,-9.709375
162,2015-08-25,3754.796875,2780.59375,974.8125,-474.75,-615.453125,7125.515625,25.96785856066216,-12.624605434041179,-0.97015625,-53.913593750000004,-9.7359375
163,2015-08-26,3756.125,2782.25,974.5,-477.0,-617.875,7142.375,25.950263542417304,-12.680339273701707,-0.97375,-53.62625,-9.7625
164,2015-08-27,3757.453125,2783.90625,974.1875,-479.25,-620.296875,7159.234375,25.932668524172442,-12.736073113362234,-0.97734375,-53.33890625,-9.7890625
165,2015-08-28,3758.78125,2785.5625,973.875,-481.5,-622.71875,7176.09375,25.91507350592758,-12.791806953022764,-0.9809375,-53.0515625,-9.815625
166,2015-08-31,3760.109375,2787.21875,973.5625,-483.75,-625.140625,7192.953125,25.897478487682722,-12.847540792683292,-0.9845312500000001,-52.76421875,-9.8421875
167,2015-09-01,3761.4375,2788.875,973.25,-486.0,-627.5625,7209.8125,25.87988346943786,-12.90327463234382,-0.988125,-52.476875,-9.86875
168,2015-09-02,3762.765625,2790.53125,972.9375,-488.25,-629.984375,7226.671875,25.862288451193,-12.959008472004347,-0.99171875,-52.18953125,-9.8953125
169,2015-09-03,3764.09375,2792.1875,972.625,-490.5,-632.40625,7243.53125,25.84469343294814,-13.014742311664875,-0.9953125,-51.9021875,-9.921875
170,2015-09-04,3765.421875,2793.84375,972.3125,-492.75,-634.828125,7260.390625,25.82709841470328,-13.070476151325403,-0.99890625,-51.61484375,-9.9484375
171,2015-09-08,3766.75,2795.5,972.0,-495.0,-637.25,7277.25,25.809503396458418,-13.12620999098593,-1.0025,-51.3275,-9.975
172,2015-09-09,3768.078125,2797.15625,971.6875,-497.25,-639.671875,7294.109375,25.79190837821356,-13.18194383064646,-1.00609375,-51.040156249999995,-10.0015625
173,2015-09-10,3769.40625,2798.8125,971.375,-499.5,-642.09375,7310.96875,25.774313359968698,-13.237677670306988,-1.0096875,-50.7528125,-10.028125
174,2015-09-11,3770.734375,2800.46875,971.0625,-501.75,-644.515625,7327.828125,25.75671834172384,-13.293411509967516,-1.01328125,-50.46546875,-10.0546875
175,2015-09-14,3772.0625,2802.125,970.75,-504.0,-646.9375,7344.6875,25.739123323478978,-13.349145349628044,-1.016875,-50.178124999999994,-10.08125
176,2015-09-15,3773.390625,2803.78125,970.4375,-506.25,-649.359375,7361.546875,25.721528305234116,-13.404879189288572,-1.02046875,-49.890781249999996,-10.1078125
177,2015-09-16,3774.71875,2805.4375,970.125,-508.5,-651.78125,7378.40625,25.70393328698926,-13.460613028949101,-1.0240625,-49.6034375,-10.134375
178,2015-09-17,3776.046875,2807.09375,969.8125,-510.75,-654.203125,7395.265625,25.686338268744397,-13.516346868609627,-1.0276562500000002,-49.31609375,-10.1609375
179,2015-09-18,3777.375,2808.75,969.5,-513.0,-656.625,7412.125,25.668743250499535,-13.572080708270157,-1.03125,-49.02875,-10.1875
180,2015-09-21,3778.703125,2810.40625,969.1875,-515.25,-659.046875,7428.984375,25.651148232254677,-13.627814547930685,-1.03484375,-48.74140625,-10.2140625
181,2015-09-22,3780.03125,2812.0625,968.875,-517.5,-661.46875,7445.84375,25.633553214009815,-13.683548387591213,-1.0384375000000001,-48.4540625,-10.240625
182,2015-09-23,3781.359375,2813.71875,968.5625,-519.75,-663.890625,7462.703125,25.615958195764954,-13.73928222725174,-1.04203125,-48.16671875,-10.2671875
183,2015-09-24,3782.6875,2815.375,968.25,-522.0,-666.3125,7479.5625,25.598363177520095,-13.795016066912268,-1.045625,-47.879374999999996,-10.29375
184,2015-09-25,3784.015625,2817.03125,967.9375,-524.25,-668.734375,7496.421875,25.580768159275234,-13.850749906572798,-1.04921875,-47.59203125,-10.3203125
185,2015-09-28,3785.34375,2818.6875,967.625,-526.5,-671.15625,7513.28125,25.563173141030372,-13.906483746233326,-1.0528125,-47.3046875,-10.346875
186,2015-09-29,3786.671875,2820.34375,967.3125,-528.75,-673.578125,7530.140625,25.545578122785514,-13.962217585893853,-1.05640625,-47.017343749999995,-10.3734375
187,2015-09-30,3788.0,2822.0,967.0,-531.0,-676.0,7547.0,25.527983104540652,-14.017951425554381,-1.06,-46.73,-10.4
188,2015-10-01,3792.03125,2826.703125,966.328125,-533.90625,-679.328125,7555.140625,25.485942278566807,-14.075814780303697,-1.06515625,-46.552499999999995,-10.434375000000001
189,2015-10-02,3796.0625,2831.40625,965.65625,-536.8125,-682.65625,7563.28125,25.44390145259296,-14.133678135053014,-1.0703125,-46.375,-10.46875
190,2015-10-05,3800.09375,2836.109375,964.984375,-539.71875,-685.984375,7571.421875,25.401860626619115,-14.19154148980233,-1.07546875,-46.1975,-10.503125
191,2015-10-06,3804.125,2840.8125,964.3125,-542.625,-689.3125,7579.5625,25.35981980064527,-14.249404844551647,-1.080625,-46.019999999999996,-10.5375
192,2015-10-07,3808.15625,2845.515625,963.640625,-545.53125,-692.640625,7587.703125,25.317778974671423,-14.307268199300962,-1.0857812500000001,-45.842499999999994,-10.571875
193,2015-10-08,3812.1875,2850.21875,962.96875,-548.4375,-695.96875,7595.84375,25.275738148697577,-14.36513155405028,-1.0909375000000001,-45.665,-10.606250000000001
194,2015-10-09,3816.21875,2854.921875,962.296875,-551.34375,-699.296875,7603.984375,25.23369732272373,-14.422994908799595,-1.09609375,-45.4875,-10.640625
195,2015-10-12,3820.25,2859.625,961.625,-554.25,-702.625,7612.125,25.191656496749886,-14.480858263548912,-1.10125,-45.309999999999995,-10.675
196,2015-10-13,3824.28125,2864.328125,960.953125,-557.15625,-705.953125,7620.265625,25.149615670776043,-14.538721618298228,-1.10640625,-45.1325,-10.709375
197,2015-10-14,3828.3125,2869.03125,960.28125,-560.0625,-709.28125,7628.40625,25.107574844802198,-14.596584973047545,-1.1115625,-44.955,-10.74375
198,2015-10-15,3832.34375,2873.734375,959.609375,-562.96875,-712.609375,7636.546875,25.06553401882835,-14.65444832779686,-1.11671875,-44.777499999999996,-10.778125000000001
199,2015-10-16,3836.375,2878.4375,958.9375,-565.875,-715.9375,7644.6875,25.023493192854506,-14.712311682546177,-1.121875,-44.599999999999994,-10.8125
200,2015-10-19,3840.40625,2883.140625,958.265625,-568.78125,-719.265625,7652.828125,24.98145236688066,-14.770175037295493,-1.12703125,-44.4225,-10.846875
201,2015-10-20,3844.4375,2887.84375,957.59375,-571.6875,-722.59375,7660.96875,24.939411540906814,-14.82803839204481,-1.1321875000000001,-44.245,-10.88125
202,2015-10-21,3848.46875,2892.546875,956.921875,-574.59375,-725.921875,7669.109375,24.89737071493297,-14.885901746794126,-1.13734375,-44.067499999999995,-10.915625
203,2015-10-22,3852.5,2897.25,956.25,-577.5,-729.25,7677.25,24.855329888959123,-14.943765101543443,-1.1425,-43.89,-10.95
204,2015-10-23,3856.53125,2901.953125,955.578125,-580.40625,-732.578125,7685.390625,24.813289062985277,-15.001628456292758,-1.14765625,-43.7125,-10.984375
205,2015-10-26,3860.5625,2906.65625,954.90625,-583.3125,-735.90625,7693.53125,24.77124823701143,-15.059491811042076,-1.1528125,-43.535,-11.01875
206,2015-10-27,3864.59375,2911.359375,954.234375,-586.21875,-739.234375,7701.671875,24.729207411037585,-15.117355165791391,-1.15796875,-43.357499999999995,-11.053125
207,2015-10-28,3868.625,2916.0625,953.5625,-589.125,-742.5625,7709.8125,24.68716658506374,-15.175218520540708,-1.163125,-43.18,-11.0875
208,2015-10-29,3872.65625,2920.765625,952.890625,-592.03125,-745.890625,7717.953125,24.645125759089893,-15.233081875290024,-1.16828125,-43.0025,-11.121875
209,2015-10-30,3876.6875,2925.46875,952.21875,-594.9375,-749.21875,7726.09375,24.603084933116047,-15.290945230039341,-1.1734375,-42.824999999999996,-11.15625
210,2015-11-02,3880.71875,2930.171875,951.546875,-597.84375,-752.546875,7734.234375,24.5610441071422,-15.348808584788657,-1.17859375,-42.647499999999994,-11.190625
211,2015-11-03,3884.75,2934.875,950.875,-600.75,-755.875,7742.375,24.51900328116836,-15.406671939537974,-1.18375,-42.47,-11.225
212,2015-11-04,3888.78125,2939.578125,950.203125,-603.65625,-759.203125,7750.515625,24.476962455194514,-15.46453529428729,-1.18890625,-42.2925,-11.259375
213,2015-11-05,3892.8125,2944.28125,949.53125,-606.5625,-762.53125,7758.65625,24.434921629220668,-15.522398649036607,-1.1940625,-42.114999999999995,-11.29375
214,2015-11-06,3896.84375,2948.984375,948.859375,-609.46875,-765.859375,7766.796875,24.392880803246822,-15.580262003785922,-1.19921875,-41.9375,-11.328125
215,2015-11-09,3900.875,2953.6875,948.1875,-612.375,-769.1875,7774.9375,24.350839977272976,-15.638125358535238,-1.204375,-41.76,-11.3625
216,2015-11-10,3904.90625,2958.390625,947.515625,-615.28125,-772.515625,7783.078125,24.30879915129913,-15.695988713284555,-1.20953125,-41.582499999999996,-11.396875
217,2015-11-11,3908.9375,2963.09375,946.84375,-618.1875,-775.84375,7791.21875,24.266758325325284,-15.753852068033872,-1.2146875,-41.405,-11.43125
218,2015-11-12,3912.96875,2967.796875,946.171875,-621.09375,-779.171875,7799.359375,24.22471749935144,-15.811715422783188,-1.21984375,-41.2275,-11.465625
219,2015-11-13,3917.0,2972.5,945.5,-624.0,-782.5,7807.5,24.182676673377593,-15.869578777532503,-1.225,-41.05,-11.5
220,2015-11-16,3921.03125,2977.203125,944.828125,-626.90625,-785.828125,7815.640625,24.140635847403747,-15.92744213228182,-1.23015625,-40.872499999999995,-11.534375
221,2015-11-17,3925.0625,2981.90625,944.15625,-629.8125,-789.15625,7823.78125,24.0985950214299,-15.985305487031138,-1.2353125,-40.69499999999999,-11.56875
222,2015-11-18,3929.09375,2986.609375,943.484375,-632.71875,-792.484375,7831.921875,24.056554195456055,-16.043168841780453,-1.24046875,-40.5175,-11.603125
223,2015-11-19,3933.125,2991.3125,942.8125,-635.625,-795.8125,7840.0625,24.01451336948221,-16.10103219652977,-1.245625,-40.339999999999996,-11.6375
224,2015-11-20,3937.15625,2996.015625,942.140625,-638.53125,-799.140625,7848.203125,23.972472543508363,-16.158895551279087,-1.25078125,-40.162499999999994,-11.671875
225,2015-11-23,3941.1875,3000.71875,941.46875,-641.4375,-802.46875,7856.34375,23.930431717534518,-16.216758906028403,-1.2559375,-39.985,-11.70625
226,2015-11-24,3945.21875,3005.421875,940.796875,-644.34375,-805.796875,7864.484375,23.88839089156067,-16.27462226077772,-1.26109375,-39.8075,-11.740625
227,2015-11-25,3949.25,3010.125,940.125,-647.25,-809.125,7872.625,23.846350065586826,-16.332485615527034,-1.2662499999999999,-39.629999999999995,-11.775
228,2015-11-27,3953.28125,3014.828125,939.453125,-650.15625,-812.453125,7880.765625,23.804309239612984,-16.39034897027635,-1.27140625,-39.4525,-11.809375
229,2015-11-30,3957.3125,3019.53125,938.78125,-653.0625,-815.78125,7888.90625,23.762268413639138,-16.44821232502567,-1.2765625,-39.275,-11.84375
230,2015-12-01,3961.34375,3024.234375,938.109375,-655.96875,-819.109375,7897.046875,23.720227587665292,-16.506075679774984,-1.28171875,-39.0975,-11.878125
231,2015-12-02,3965.375,3028.9375,937.4375,-658.875,-822.4375,7905.1875,23.678186761691446,-16.5639390345243,-1.286875,-38.919999999999995,-11.9125
232,2015-12-03,3969.40625,3033.640625,936.765625,-661.78125,-825.765625,7913.328125,23.6361459357176,-16.621802389273615,-1.29203125,-38.7425,-11.946875
233,2015-12-04,3973.4375,3038.34375,936.09375,-664.6875,-829.09375,7921.46875,23.594105109743754,-16.679665744022934,-1.2971875,-38.565,-11.98125
234,2015-12-07,3977.46875,3043.046875,935.421875,-667.59375,-832.421875,7929.609375,23.55206428376991,-16.73752909877225,-1.30234375,-38.387499999999996,-12.015625
235,2015-12-08,3981.5,3047.75,934.75,-670.5,-835.75,7937.75,23.510023457796063,-16.795392453521565,-1.3074999999999999,-38.209999999999994,-12.05
236,2015-12-09,3985.53125,3052.453125,934.078125,-673.40625,-839.078125,7945.890625,23.467982631822217,-16.85325580827088,-1.3126562499999999,-38.0325,-12.084375
237,2015-12-10,3989.5625,3057.15625,933.40625,-676.3125,-842.40625,7954.03125,23.42594180584837,-16.9111191630202,-1.3178125,-37.855,-12.11875
238,2015-12-11,3993.59375,3061.859375,932.734375,-679.21875,-845.734375,7962.171875,23.383900979874525,-16.968982517769515,-1.3229687499999998,-37.677499999999995,-12.153125
239,2015-12-14,3997.625,3066.5625,932.0625,-682.125,-849.0625,7970.3125,23.34186015390068,-17.02684587251883,-1.328125,-37.5,-12.1875
240,2015-12-15,4001.65625,3071.265625,931.390625,-685.03125,-852.390625,7978.453125,23.299819327926834,-17.084709227268146,-1.33328125,-37.3225,-12.221875
241,2015-12-16,4005.6875,3075.96875,930.71875,-687.9375,-855.71875,7986.59375,23.257778501952988,-17.142572582017465,-1.3384375,-37.144999999999996,-12.25625
242,2015-12-17,4009.71875,3080.671875,930.046875,-690.84375,-859.046875,7994.734375,23.215737675979142,-17.20043593676678,-1.34359375,-36.9675,-12.290625
243,2015-12-18,4013.75,3085.375,929.375,-693.75,-862.375,8002.875,23.1736968500053,-17.258299291516096,-1.34875,-36.79,-12.325
244,2015-12-21,4017.78125,3090.078125,928.703125,-696.65625,-865.703125,8011.015625,23.13165602403145,-17.31616264626541,-1.3539062499999999,-36.6125,-12.359375
245,2015-12-22,4021.8125,3094.78125,928.03125,-699.5625,-869.03125,8019.15625,23.089615198057608,-17.374026001014727,-1.3590624999999998,-36.434999999999995,-12.39375
246,2015-12-23,4025.84375,3099.484375,927.359375,-702.46875,-872.359375,8027.296875,23.047574372083762,-17.431889355764046,-1.36421875,-36.25749999999999,-12.428125
247,2015-12-24,4029.875,3104.1875,926.6875,-705.375,-875.6875,8035.4375,23.005533546109916,-17.48975271051336,-1.3693749999999998,-36.08,-12.462499999999999
248,2015-12-28,4033.90625,3108.890625,926.015625,-708.28125,-879.015625,8043.578125,22.96349272013607,-17.547616065262677,-1.37453125,-35.902499999999996,-12.496875
249,2015-12-29,4037.9375,3113.59375,925.34375,-711.1875,-882.34375,8051.71875,22.921451894162225,-17.605479420011996,-1.3796875,-35.724999999999994,-12.53125
250,2015-12-30,4041.96875,3118.296875,924.671875,-714.09375,-885.671875,8059.859375,22.87941106818838,-17.66334277476131,-1.38484375,-35.5475,-12.565625
251,2015-12-31,4046.0,3123.0,924.0,-717.0,-889.0,8068.0,22.837370242214533,-17.721206129510627,-1.39,-35.37,-12.6
252,2016-01-04,4049.3387096774195,3126.451612903226,923.8709677419355,-719.3387096774194,-891.0645161290323,8086.129032258064,22.816408432940857,-17.76228419331072,-1.3927419354838708,-35.280806451612904,-12.606451612903225
253,2016-01-05,4052.6774193548385,3129.9032258064517,923.741935483871,-721.6774193548387,-893.1290322580645,8104.258064516129,22.795446623667182,-17.803362257110813,-1.3954838709677417,-35.1916129032258,-12.612903225806452
254,2016-01-06,4056.016129032258,3133.3548387096776,923.6129032258065,-724.016129032258,-895.1935483870968,8122.387096774193,22.774484814393507,-17.844440320910905,-1.3982258064516129,-35.10241935483871,-12.619354838709677
255,2016-01-07,4059.3548387096776,3136.8064516129034,923.483870967742,-726.3548387096774,-897.258064516129,8140.5161290322585,22.75352300511983,-17.885518384711,-1.4009677419354838,-35.01322580645161,-12.625806451612902
256,2016-01-08,4062.6935483870966,3140.2580645161293,923.3548387096774,-728.6935483870968,-899.3225806451613,8158.645161290323,22.732561195846156,-17.92659644851109,-1.4037096774193547,-34.924032258064514,-12.63225806451613
